Country,Region,Year,Alcohol_consumption,BMI,GDP_per_capita,Population_mln,Schooling,Economy_status_Developed,Life_expectancy
Denmark,European Union,2012,9.23,25.3,51567,5.59,12.8,1,80.1
Tanzania,Africa,2002,5.14,22.2,611,35.33,4.3,0,52.1
Botswana,Africa,2001,5.5,23.7,4495,1.67,7.7,0,50.3
Sri Lanka,Asia,2006,1.96,22.1,2398,19.7,10.5,0,74.9
Malta,European Union,2013,7.32,27.1,22071,0.43,11,1,81.7
Uzbekistan,Asia,2004,2.82,25.2,1476,25.86,9.7,0,68.1
Serbia,Rest of Europe,2011,8.55,25.8,5354,7.23,10.6,0,74.5
Finland,European Union,2009,9.96,26,42412,5.34,12.2,1,79.7
Austria,European Union,2002,12.09,25.1,39636,8.08,9.4,1,78.7
Suriname,South America,2006,4.57,25.9,7896,0.51,7.7,0,69.2
Mali,Africa,2014,0.61,22.9,729,16.93,2.3,0,57
Croatia,European Union,2008,11.36,26.4,12790,4.31,10.3,1,75.9
Niger,Africa,2014,0.12,21.7,482,19.24,1.7,0,60.1
Kazakhstan,Asia,2000,5.81,25.6,4446,14.88,10.5,0,65.5
Croatia,European Union,2013,10.39,27,11537,4.26,11,1,77.1
Japan,Asia,2007,7.28,22.6,33990,128,11.3,1,82.5
India,Asia,2000,0.93,20.7,758,1056.58,4.4,0,62.5
Norway,Rest of Europe,2014,6.06,26.6,73650,5.14,12.5,1,82.1
Togo,Africa,2009,1.16,23,468,6.25,4.3,0,56.8
Belize,Central America and Caribbean,2003,5.63,27.7,4736,0.27,10.2,0,69.5
Vietnam,Asia,2008,1.78,20.8,1833,86.24,7,0,74.6
Ethiopia,Africa,2011,0.45,20.4,490,90.14,2.4,0,62.5
Cote d'Ivoire,Africa,2013,1.22,23.6,1769,22.09,4.7,0,54.9
Mali,Africa,2002,0.61,21.8,641,11.62,1.4,0,49.5
Turkiye,Middle East,2013,1.33,27.7,10226,75.93,7.7,0,75.8
Netherlands,European Union,2009,9.12,25.5,44028,16.53,11.9,1,80.5
"Yemen, Rep.",Middle East,2008,0.038,23.1,2574,21.89,2.3,0,64.9
Niger,Africa,2007,0.096,21.3,417,14.69,1.4,0,55
Papua New Guinea,Oceania,2005,0.8,24.6,1888,6.49,3.5,0,60.5
Chad,Africa,2009,0.67,21.6,659,11.56,1.8,0,50.3
Mauritius,Africa,2012,3.17,25.1,8384,1.26,8.6,0,73.9
North Macedonia,Rest of Europe,2002,4.67,25.8,3240,2.02,7.1,0,73
"Micronesia, Fed. Sts.",Oceania,2005,1.9,29,3023,0.11,6,0,65.5
Eritrea,Africa,2003,0.62,20.3,796,2.6,3.7,0,57.2
Zimbabwe,Africa,2015,3.84,23.8,1445,13.81,8.2,0,59.5
Italy,European Union,2002,9.25,25.5,32998,57.06,8.8,1,80.2
United Kingdom,Rest of Europe,2012,9.53,27,43100,63.7,12.9,1,80.9
Lesotho,Africa,2011,2.38,24.7,1037,2,5.8,0,46.2
United States,North America,2007,8.74,28.3,54300,301.23,12.9,1,78
Solomon Islands,Oceania,2008,1.07,25.6,1976,0.5,5,0,70.1
Nigeria,Africa,2014,4.45,23.2,2688,176.4,5.9,0,52.7
Bulgaria,European Union,2013,10.32,26.2,6693,7.27,10.9,1,74.9
Poland,European Union,2000,8.4,25.4,7357,38.26,11.1,1,73.7
Zimbabwe,Africa,2012,3.93,23.7,1432,13.12,7.9,0,55
Iceland,Rest of Europe,2004,6.71,25.7,46766,0.29,9.9,1,81
Malta,European Union,2015,7.37,27.1,24922,0.45,11.2,1,81.9
Georgia,Rest of Europe,2002,2.74,26,1775,3.98,11.9,0,70.2
Ethiopia,Africa,2003,0.14,20,259,72.17,1.7,0,54.2
Belgium,European Union,2013,10.33,26,39970,11.16,11.4,1,80.6
New Zealand,Oceania,2008,9.48,27.5,35655,4.26,11.8,1,80.4
Sierra Leone,Africa,2013,3.12,22.6,740,6.86,3.3,0,51.7
Singapore,Asia,2003,1.43,23.5,36710,4.11,9.8,0,79
Slovak Republic,European Union,2007,10.96,25.8,13734,5.37,11.1,1,74.2
Nepal,Asia,2002,0.19,20.9,570,24.73,2.5,0,63.6
Tonga,Oceania,2012,0.22,31.9,4108,0.1,10.9,0,70.2
"Bahamas, The",Central America and Caribbean,2012,9.37,27.7,32652,0.36,11.1,0,72.4
Kenya,Africa,2015,1.65,23.3,1465,47.88,6.3,0,64.8
Cameroon,Africa,2008,5.5,23.8,1249,19.25,5.2,0,54.2
Timor-Leste,Oceania,2006,0.039,20.3,862,1.02,3.4,0,64.8
Canada,North America,2003,7.7,26.5,36024,31.64,11.7,1,79.7
Lithuania,European Union,2011,14.76,26.3,12047,3.03,11.8,1,73.6
Armenia,Rest of Europe,2004,3.73,25.8,2062,3,10.8,0,72.5
Bangladesh,Asia,2014,0.01,21.5,1185,154.52,5.2,0,71.2
Germany,European Union,2006,11.76,26.1,36699,82.38,13.6,1,79.1
Papua New Guinea,Oceania,2012,0.94,25.2,2266,7.63,4.2,0,62.6
Tonga,Oceania,2005,1.89,31.6,3875,0.1,9.2,0,69.8
Cambodia,Asia,2012,2.52,21.8,993,14.78,4.5,0,67.5
"Gambia, The",Africa,2005,3.31,22.7,711,1.54,2.4,0,57.9
Bosnia and Herzegovina,Rest of Europe,2009,4.69,25.3,4028,3.74,7.7,0,75.8
Djibouti,Africa,2010,0.48,23.9,1343,0.84,4,0,60.1
Ukraine,Rest of Europe,2006,7.42,26.1,2322,46.79,11.2,0,68.1
Eswatini,Africa,2001,6.7,25.6,2477,1.01,3.7,0,45.8
Mongolia,Asia,2014,9.88,26,3860,2.94,10.1,0,68.9
Canada,North America,2004,7.8,26.6,37086,31.94,12,1,79.9
Costa Rica,Central America and Caribbean,2005,4.11,26.3,8606,4.29,7.9,0,78.1
Vietnam,Asia,2001,0.76,20,1230,80.74,5.6,0,73.2
Slovenia,European Union,2013,9.53,26.3,19922,2.06,11.7,1,80.3
Poland,European Union,2011,10.24,26.2,11369,38.06,12.3,1,76.7
Mozambique,Africa,2001,0.65,21.7,321,18.22,2.4,0,49.3
Philippines,Asia,2004,4.42,22.4,2018,84.71,8.6,0,69
New Zealand,Oceania,2002,9.09,26.9,32657,3.95,11.6,1,78.8
Chad,Africa,2000,0.3,20.9,375,8.36,1.4,0,47.7
Sao Tome and Principe,Central America and Caribbean,2009,4.34,24.4,1348,0.18,4.8,0,66.9
Australia,Oceania,2002,9.84,26.4,47127,19.65,11.8,1,79.9
Montenegro,Rest of Europe,2015,8.49,26.5,6517,0.62,11.3,0,76.4
Cambodia,Asia,2003,0.84,20.9,575,12.86,3.4,0,61.2
Gabon,Africa,2004,8.02,24.2,7507,1.35,6.8,0,57.9
Singapore,Asia,2006,1.55,23.5,44160,4.4,10.1,0,80.1
Fiji,Oceania,2012,2.43,27.3,4683,0.87,10.1,0,66.9
Greece,European Union,2015,6.68,27.1,18084,10.82,10.6,1,81
Mongolia,Asia,2001,2.18,24.4,1624,2.42,8.3,0,63.3
Vietnam,Asia,2003,0.93,20.2,1372,82.3,6,0,73.7
Bosnia and Herzegovina,Rest of Europe,2004,4.38,25,3371,3.76,7.3,0,75.1
Barbados,Central America and Caribbean,2004,7.43,26.8,16369,0.28,9.2,0,77.8
Lao PDR,Asia,2006,3.71,21.7,1253,5.85,4.3,0,62.2
Brunei Darussalam,Asia,2007,0.83,26,35065,0.37,8.6,0,74.4
Malta,European Union,2010,6.99,27.1,20558,0.41,10.3,1,81.4
Honduras,Central America and Caribbean,2004,2.83,25.3,1913,7.28,4.6,0,71.8
Switzerland,Rest of Europe,2012,9.87,25.1,82800,8,13.4,1,82.7
Tajikistan,Asia,2004,0.7,24.5,602,6.66,10.5,0,65.3
Bangladesh,Asia,2013,0,21.4,1130,152.76,5.1,0,70.9
Philippines,Asia,2005,4.19,22.5,2078,86.33,8.7,0,69.1
Kyrgyz Republic,Asia,2014,6.18,26.4,1102,5.84,10.8,0,70.4
Lebanon,Middle East,2001,2.32,26.4,6712,3.99,7.5,0,75
North Macedonia,Rest of Europe,2014,3.56,26.6,4687,2.07,9.5,0,75.5
Botswana,Africa,2005,6.38,23.9,4986,1.8,8.3,0,52.1
Russian Federation,Rest of Europe,2010,10.82,26.1,8755,142.85,11.5,0,68.8
Uruguay,South America,2005,6.26,26.3,10170,3.32,8,0,75.8
Slovak Republic,European Union,2002,11.16,25.6,9641,5.38,10.3,1,73.6
New Zealand,Oceania,2007,9.2,27.4,36363,4.22,11.8,1,80.2
North Macedonia,Rest of Europe,2010,3.53,26.3,4340,2.06,9.1,0,75
Jamaica,Central America and Caribbean,2011,2.99,27.1,4946,2.83,9,0,74
Bolivia,South America,2015,3.15,26.4,3036,10.87,8.7,0,70.3
Myanmar,Asia,2010,0.97,22.1,903,50.6,4.1,0,63.5
Slovak Republic,European Union,2005,11.06,25.7,11426,5.37,10.8,1,73.9
Azerbaijan,Asia,2013,0.52,26.7,5426,9.42,10.8,0,71.8
Papua New Guinea,Oceania,2002,0.58,24.3,1801,6.1,3.4,0,59.7
Tonga,Oceania,2010,1.24,31.8,3769,0.1,10.7,0,70.1
El Salvador,Central America and Caribbean,2001,2.76,26.1,2999,5.93,5.3,0,69.2
Ireland,European Union,2015,10.81,27.4,62012,4.7,12.3,1,81.5
Canada,North America,2005,8,26.6,38573,32.24,12.2,1,80.2
Mongolia,Asia,2000,2.15,24.3,1592,2.4,8.2,0,62.9
Croatia,European Union,2014,9.5,27.1,11544,4.24,11.1,1,77.5
"Venezuela, RB",South America,2002,6.99,26.3,3701,25.1,6.8,0,72.5
Switzerland,Rest of Europe,2009,10.15,25.1,80262,7.74,13.3,1,82
Burkina Faso,Africa,2005,5.87,21.4,518,13.42,1.3,0,53.3
Lesotho,Africa,2013,2.55,24.8,1109,2.03,6,0,48.7
Colombia,South America,2012,4.37,25.9,5631,46.08,7.6,0,75.9
Morocco,Africa,2009,0.53,25.3,2473,31.93,4.2,0,74
Austria,European Union,2000,13.35,25,38843,8.01,9,1,78.1
Chile,South America,2011,7.02,27.5,12339,17.23,9.8,0,79
Niger,Africa,2008,0.11,21.4,432,15.25,1.4,0,55.8
El Salvador,Central America and Caribbean,2006,2.67,26.7,3262,6.08,6.4,0,70.3
France,European Union,2004,13.14,25,34900,62.7,10.3,1,80.2
Nicaragua,Central America and Caribbean,2001,3.48,25.9,1466,5.15,5.2,0,69.9
Dominican Republic,Central America and Caribbean,2007,5.92,25.6,5309,9.34,7.2,0,71.3
North Macedonia,Rest of Europe,2008,4.02,26.1,4231,2.05,8.7,0,74.4
Kuwait,Middle East,2012,0,29.2,33455,3.35,7.2,0,74.7
Samoa,Oceania,2006,3.52,31.1,3955,0.18,9.5,0,70.6
United Arab Emirates,Middle East,2004,1.59,27.5,57910,4.07,8.9,0,75.2
Uzbekistan,Asia,2007,1.75,25.6,1787,26.87,10.1,0,68.9
Croatia,European Union,2015,9.64,27.3,11933,4.2,11.2,1,77.3
Malta,European Union,2009,7.1,27.1,19574,0.41,10.2,1,80.2
Estonia,European Union,2014,17.29,26.3,17097,1.31,12.6,1,77
"Bahamas, The",Central America and Caribbean,2006,9.82,27.2,35863,0.33,10.9,0,72
Botswana,Africa,2000,5.38,23.6,4569,1.64,7.6,0,50.6
Sri Lanka,Asia,2007,2.29,22.2,2543,19.84,10.6,0,75
Netherlands,European Union,2006,9.58,25.4,43592,16.35,11.8,1,79.7
Sri Lanka,Asia,2010,2.31,22.5,2950,20.26,10.8,0,75.4
Tonga,Oceania,2009,1.08,31.8,3742,0.1,10.4,0,70
Malaysia,Asia,2008,0.5,24.8,8074,27.24,9.4,0,74.1
Nicaragua,Central America and Caribbean,2004,3.75,26.2,1529,5.36,5.4,0,70.9
Armenia,Rest of Europe,2003,3,25.8,1856,3.02,10.8,0,72.3
St. Vincent and the Grenadines,Central America and Caribbean,2006,6.22,26.1,6918,0.11,8,0,71.4
Eritrea,Africa,2001,0.67,20.2,870,2.37,3.7,0,55.9
Bangladesh,Asia,2006,0.003,20.7,809,140.92,4.6,0,68.2
Malawi,Africa,2014,2.01,22.8,381,16.29,4.4,0,61
Kyrgyz Republic,Asia,2015,5.37,26.5,1121,5.96,10.8,0,70.7
Nigeria,Africa,2013,4.45,23.1,2597,171.77,5.9,0,52.2
Austria,European Union,2009,11.87,25.4,42655,8.34,11.7,1,80.3
Serbia,Rest of Europe,2007,9.42,25.6,4968,7.38,10.2,0,73.6
Honduras,Central America and Caribbean,2012,2.71,26.3,2207,8.64,5.5,0,73.8
Dominican Republic,Central America and Caribbean,2006,5.84,25.5,5007,9.22,7.1,0,71
Zambia,Africa,2012,2.78,22.3,1298,14.47,6.7,0,58.5
Brunei Darussalam,Asia,2014,0.67,26.9,31679,0.41,9,0,75.2
Ethiopia,Africa,2007,0.31,20.2,363,80.67,2.1,0,58.5
Sao Tome and Principe,Central America and Caribbean,2010,5,24.4,1402,0.18,4.9,0,67.4
Switzerland,Rest of Europe,2015,9.62,25.2,84776,8.28,13.4,1,82.9
Albania,Rest of Europe,2014,4.1,26.5,3856,2.89,9.7,0,77.8
Kiribati,Oceania,2002,0.51,28.9,1537,0.09,7,0,63.7
Kiribati,Oceania,2012,0.38,29.7,1415,0.11,7.9,0,66.4
Cameroon,Africa,2012,6.42,24.1,1278,21.49,5.7,0,56.1
Lao PDR,Asia,2014,6.74,22.7,2025,6.64,5,0,66.1
Guatemala,Central America and Caribbean,2015,1.65,26.5,3995,15.57,6.3,0,73.3
Algeria,Africa,2003,0.33,24.5,3490,32.26,6.5,0,72.1
Moldova,Rest of Europe,2009,6.24,26.6,2103,2.86,11,0,69.1
Estonia,European Union,2003,11.64,25.7,12362,1.37,11.9,1,71.3
Qatar,Middle East,2015,1.03,29.1,63039,2.57,9.8,0,79.8
Madagascar,Africa,2000,1.17,20.6,488,15.77,5.2,0,58.5
"Egypt, Arab Rep.",Africa,2010,0.21,28.8,3485,82.76,6.5,0,70.3
Guyana,South America,2005,5.84,25.2,3944,0.75,7.9,0,66.7
Tajikistan,Asia,2009,0.66,25.1,752,7.36,10.9,0,68.4
Mauritania,Africa,2015,0,24.9,1524,4.05,4.3,0,63.9
Kazakhstan,Asia,2012,3.73,26.1,9824,16.79,11.5,0,69.5
Papua New Guinea,Oceania,2001,0.65,24.2,1842,5.97,3.3,0,59.5
Guinea-Bissau,Africa,2009,2.89,23,574,1.48,2.5,0,54.1
Bahrain,Middle East,2002,1.87,25.4,22258,0.74,8.4,0,74.8
Norway,Rest of Europe,2013,6.21,26.5,73047,5.08,12.7,1,81.8
Sri Lanka,Asia,2003,1.69,21.8,2037,19.22,10.2,0,73.8
Peru,South America,2000,4.76,25,3304,26.46,8,0,71.1
Mauritania,Africa,2010,0,24.6,1417,3.49,3.8,0,62.5
Kenya,Africa,2004,0.69,22.3,1160,35.64,5.7,0,53.5
"Micronesia, Fed. Sts.",Oceania,2000,2.23,28.8,2895,0.11,4.8,0,64.6
United Kingdom,Rest of Europe,2001,11.31,26.4,39888,59.12,11.8,1,78
Lithuania,European Union,2010,13.22,26.3,11107,3.1,11.6,1,73.3
Australia,Oceania,2012,10.03,27,55255,22.73,12.6,1,82
Barbados,Central America and Caribbean,2005,7.84,26.9,16952,0.28,9.2,0,77.9
Togo,Africa,2005,1.84,22.6,468,5.61,4.2,0,54.6
Uruguay,South America,2012,6.55,26.9,14541,3.38,8.5,0,77
Thailand,Asia,2012,7.1,24,5531,67.84,7.7,0,75
Georgia,Rest of Europe,2010,7.72,26.8,3101,3.79,12.2,0,71.5
Jordan,Middle East,2010,0.46,28.5,4644,7.26,9.8,0,73.4
Cameroon,Africa,2004,4.69,23.5,1224,17.26,5.1,0,52.3
Jamaica,Central America and Caribbean,2007,3.31,26.5,5308,2.77,8.4,0,74.1
Bolivia,South America,2006,3.13,25.4,2251,9.4,7.3,0,65.9
Belarus,Rest of Europe,2005,11.19,26,3880,9.66,9.3,0,68.9
Malta,European Union,2003,6.54,27,17747,0.4,8.5,1,78.5
Mali,Africa,2003,0.56,21.9,678,11.98,1.5,0,50.4
Vietnam,Asia,2013,2.68,21.5,2315,90.75,7.9,0,75
Kenya,Africa,2010,1.52,22.8,1326,42.03,6.1,0,61
Barbados,Central America and Caribbean,2006,8.12,27,17914,0.28,9.2,0,78
Algeria,Africa,2006,0.38,24.7,3760,33.64,7,0,73.5
Denmark,European Union,2003,11.53,25.1,49600,5.39,12.8,1,77.1
Malaysia,Asia,2009,0.5,24.9,7809,27.74,9.6,0,74.3
India,Asia,2008,1.92,21.2,1093,1200.67,5.2,0,65.8
Sao Tome and Principe,Central America and Caribbean,2000,5.07,23.5,1081,0.14,4.2,0,61.4
Barbados,Central America and Caribbean,2010,8.66,27.3,16784,0.28,9.4,0,78.4
Cameroon,Africa,2003,4.6,23.4,1175,16.8,5.1,0,51.9
Ukraine,Rest of Europe,2004,6.51,25.9,2065,47.45,10.7,0,68.2
Gabon,Africa,2003,6.41,24,7647,1.32,6.6,0,57.8
Germany,European Union,2003,11.92,26,34620,82.53,12.5,1,78.4
Sao Tome and Principe,Central America and Caribbean,2005,5.5,24,1206,0.16,4.5,0,64.7
Malawi,Africa,2001,1.3,21.8,273,11.43,3.1,0,45.2
Solomon Islands,Oceania,2003,1.2,25.2,1706,0.45,4.7,0,68.5
Guinea,Africa,2008,0.21,22.5,696,9.74,1.6,0,55.6
Barbados,Central America and Caribbean,2013,9.05,27.5,16232,0.28,10.5,0,78.6
Spain,European Union,2007,11.05,26.2,27219,45.23,9.1,1,80.9
St. Lucia,Central America and Caribbean,2007,12.59,28.2,10174,0.17,7.7,0,74.4
Kazakhstan,Asia,2005,6.57,25.8,7155,15.15,11.7,0,65.9
El Salvador,Central America and Caribbean,2002,2.85,26.2,3029,5.96,5.5,0,69.4
Australia,Oceania,2005,10.3,26.7,50333,20.39,11.7,1,80.8
Portugal,European Union,2001,12.63,25.6,19026,10.36,6.9,1,76.8
Eritrea,Africa,2010,1.13,20.5,654,3.17,3.9,0,62.2
Uzbekistan,Asia,2001,2.92,24.9,1313,24.96,9.2,0,67.4
Tajikistan,Asia,2007,0.54,24.8,699,7.06,10.5,0,67.4
Canada,North America,2013,8.2,26.9,42846,35.08,12.9,1,81.7
Uganda,Africa,2011,8.79,22,814,33.48,5.4,0,58.1
Slovenia,European Union,2009,10.52,26,20428,2.04,12.1,1,79
Djibouti,Africa,2008,0.49,23.8,1224,0.82,3.9,0,59.1
Antigua and Barbuda,Central America and Caribbean,2005,7.44,25.6,15122,0.08,9.1,0,75
Eswatini,Africa,2003,5.62,25.7,2662,1.02,3.4,0,43.4
Slovenia,European Union,2000,12.8,25.4,16241,1.99,11.6,1,75.4
Estonia,European Union,2013,17.75,26.3,16553,1.32,12.6,1,77.1
Kyrgyz Republic,Asia,2001,5.7,24.8,749,4.95,9.9,0,68.7
Mauritius,Africa,2013,3.17,25.1,8647,1.26,8.9,0,74
New Zealand,Oceania,2006,9.36,27.3,35625,4.18,11.7,1,80
Ghana,Africa,2007,0.67,23.4,1240,22.96,6.5,0,59.7
Afghanistan,Asia,2001,0.02,21.8,163,21.61,2.2,0,56.3
Ireland,European Union,2007,13.17,26.9,51625,4.4,11.9,1,79.6
Moldova,Rest of Europe,2000,6.76,25.9,1338,2.92,9,0,67
Rwanda,Africa,2000,8.71,20.9,345,7.93,2.3,0,48.6
Suriname,South America,2008,4.82,26,8445,0.52,7.7,0,69.9
"Gambia, The",Africa,2007,3.19,23,686,1.64,2.5,0,58.7
Israel,Middle East,2000,2.58,26.1,28748,6.29,12,1,79
Solomon Islands,Oceania,2004,1.21,25.3,1774,0.46,4.8,0,68.8
Botswana,Africa,2011,6.24,24.2,5899,2.02,8.9,0,61.9
Brazil,South America,2004,6.7,25.2,7206,184.01,6.2,0,71.5
Brunei Darussalam,Asia,2006,0.63,25.9,35456,0.37,8.5,0,74.2
Moldova,Rest of Europe,2012,8.3,26.8,2374,2.86,11.4,0,70.6
Bhutan,Asia,2004,0.97,22.7,1410,0.64,2.3,0,64.5
"Yemen, Rep.",Middle East,2015,0.03,23.7,1602,26.5,3,0,66.1
Eritrea,Africa,2013,1.03,20.6,761,3.34,3.9,0,63.7
Iraq,Middle East,2003,0.083,27.3,2352,25.64,5.5,0,68.6
Zambia,Africa,2015,3.5,22.5,1338,15.88,6.9,0,61.7
Madagascar,Africa,2001,1.05,20.7,501,16.26,5.2,0,59.1
St. Vincent and the Grenadines,Central America and Caribbean,2002,5.21,25.7,5706,0.11,7.7,0,71
Kazakhstan,Asia,2015,3.33,26.3,10511,17.54,11.7,0,72
Denmark,European Union,2001,11.54,25,49470,5.36,11.4,1,76.8
Mauritius,Africa,2000,4.58,24.5,5534,1.19,6.2,0,71.7
Serbia,Rest of Europe,2015,7.2,26,5589,7.1,11,0,75.3
Peru,South America,2005,4.65,25.5,3868,27.87,8.7,0,72.9
Solomon Islands,Oceania,2013,0.94,26,2232,0.57,5.3,0,71.6
United Kingdom,Rest of Europe,2003,11.28,26.5,41598,59.65,12,1,78.4
Mauritania,Africa,2013,0,24.8,1470,3.82,4.1,0,63.4
Belgium,European Union,2011,10.14,26,39929,11.04,11.2,1,80.6
Paraguay,South America,2015,5.21,26.6,5414,6.69,8.5,0,73.7
Cuba,Central America and Caribbean,2009,3.97,25.2,6601,11.23,10.8,0,78.3
Malta,European Union,2011,6.89,27.1,20566,0.42,10.5,1,80.7
Kyrgyz Republic,Asia,2004,6.65,25.1,831,5.1,10.1,0,68.2
Belgium,European Union,2005,12.21,25.7,38426,10.48,10.7,1,79
Bulgaria,European Union,2001,11.07,25.3,3937,8.01,9.9,1,71.8
Slovenia,European Union,2001,11.58,25.4,16737,1.99,11.5,1,75.8
Guinea,Africa,2000,0.18,21.8,628,8.24,1.5,0,51.2
Bolivia,South America,2005,2.8,25.3,2186,9.23,7,0,65.3
Saudi Arabia,Middle East,2001,0.049,27.6,17032,21.2,6.8,0,72.8
"Micronesia, Fed. Sts.",Oceania,2015,1.59,29.6,2907,0.11,8,0,67.3
Morocco,Africa,2011,0.46,25.5,2631,32.78,4.4,0,74.7
Montenegro,Rest of Europe,2004,10.12,25.6,4819,0.61,10.4,0,73.4
Hungary,European Union,2012,11.13,27,11470,9.92,12.2,1,75.1
Benin,Africa,2000,1.44,22.1,906,6.87,2.6,0,55.4
Vanuatu,Oceania,2011,1.82,26,2867,0.24,6.7,0,69.3
Belize,Central America and Caribbean,2014,6.73,28.8,4770,0.35,10.5,0,73.8
Samoa,Oceania,2003,4.16,30.8,3590,0.18,9.2,0,69.8
Lesotho,Africa,2001,2.85,24.1,739,2.04,5,0,46.2
Singapore,Asia,2002,2.16,23.5,34599,4.18,9.5,0,78.6
Bolivia,South America,2001,2.19,24.8,2054,8.58,7.3,0,63.1
Russian Federation,Rest of Europe,2014,8.86,26.2,9521,143.82,11.9,0,70.7
Seychelles,Africa,2003,7.35,25.7,10198,0.08,7.6,0,71
Lebanon,Middle East,2012,1.24,27.3,8434,5.54,8.1,0,78.6
Chad,Africa,2012,0.63,21.7,738,12.78,2.1,0,51.9
Belgium,European Union,2008,10.51,25.9,40152,10.71,11,1,79.7
Dominican Republic,Central America and Caribbean,2004,5.31,25.3,4305,8.97,6.9,0,70.5
Botswana,Africa,2013,5.07,24.2,6705,2.06,9.1,0,65
Burkina Faso,Africa,2000,4.51,20.9,440,11.61,1.2,0,50.5
Brunei Darussalam,Asia,2012,0.96,26.7,34097,0.4,8.9,0,75
Botswana,Africa,2014,6.04,24.3,6896,2.09,9.2,0,66.3
United Kingdom,Rest of Europe,2014,9.45,27.1,44596,64.6,12.7,1,81.3
United States,North America,2014,8.78,28.8,55675,318.39,13.3,1,78.8
Cabo Verde,Africa,2002,3.87,23.5,2053,0.44,3.8,0,69.6
Luxembourg,European Union,2003,12.52,25.7,97598,0.45,10.9,1,77.7
Chile,South America,2006,7.33,27.1,10714,16.35,9.5,0,77.9
Cambodia,Asia,2008,1.35,21.4,867,13.88,3.9,0,65.4
Iceland,Rest of Europe,2005,7.05,25.8,48851,0.3,10,1,81.5
Myanmar,Asia,2004,0.64,21.6,481,48.56,3.5,0,61.3
Bulgaria,European Union,2009,10.53,25.9,6289,7.44,10.6,1,73.4
Russian Federation,Rest of Europe,2005,11.59,26,7323,143.52,11.4,0,65.5
Norway,Rest of Europe,2000,5.67,25.6,67438,4.49,12,1,78.6
"Iran, Islamic Rep.",Middle East,2013,0.01,26,5157,76.48,9.8,0,75.2
Chad,Africa,2006,0.49,21.4,657,10.46,1.6,0,48.9
Liberia,Africa,2012,3.75,23.9,713,4.14,4.3,0,60.7
"Yemen, Rep.",Middle East,2000,0.07,22.3,2384,17.41,1.2,0,60.7
Croatia,European Union,2012,10.58,26.9,11547,4.27,11,1,76.9
Liberia,Africa,2008,3.9,23.7,626,3.61,4,0,58.2
Iceland,Rest of Europe,2000,6.14,25.5,42175,0.28,9.4,1,79.7
Saudi Arabia,Middle East,2012,0,28.2,20250,29.15,9.4,0,74.3
Algeria,Africa,2004,0.45,24.6,3593,32.69,6.7,0,72.6
Haiti,Central America and Caribbean,2000,3.63,23.3,1316,8.46,3.8,0,57.1
Russian Federation,Rest of Europe,2002,10.87,25.8,5910,145.31,11.4,0,65.1
"Micronesia, Fed. Sts.",Oceania,2011,1.87,29.4,3167,0.1,7.4,0,66.6
Cameroon,Africa,2001,4.38,23.1,1124,15.93,4.9,0,51.2
Indonesia,Asia,2010,0.08,22.5,2720,241.83,7.4,0,69.2
Australia,Oceania,2013,10,27,55724,23.13,12.6,1,82.1
"Egypt, Arab Rep.",Africa,2008,0.21,28.6,3291,79.64,6.2,0,70
Austria,European Union,2005,12.14,25.2,41281,8.23,9.9,1,79.3
North Macedonia,Rest of Europe,2009,3.67,26.2,4208,2.05,8.9,0,74.4
France,European Union,2007,12.95,25,36468,64.02,10.7,1,81.1
Samoa,Oceania,2014,2.05,32,3932,0.19,10.3,0,72.5
Angola,Africa,2013,7.67,23.1,3169,26.02,4.9,0,58.1
Bosnia and Herzegovina,Rest of Europe,2015,4.9,25.7,4730,3.43,9,0,76.9
China,Asia,2012,5.52,23.4,6592,1354.19,7.5,0,75
Benin,Africa,2014,1.53,23.4,1088,10.29,3.3,0,60.3
Ethiopia,Africa,2014,0.65,20.5,596,98.09,2.5,0,64.5
Mali,Africa,2010,0.6,22.6,732,15.05,2,0,55.3
North Macedonia,Rest of Europe,2000,4.49,25.6,3283,2.03,6.5,0,72.9
Uruguay,South America,2009,6.45,26.6,12496,3.35,8.4,0,76.6
Bangladesh,Asia,2009,0.003,21,932,145.92,4.8,0,69.5
South Africa,Africa,2009,7.25,26.9,5992,50.48,10.1,0,56.5
Comoros,Africa,2005,0.24,23.3,1182,0.61,3.1,0,60.1
Central African Republic,Africa,2012,1.96,22.6,576,4.44,3.8,0,48.6
South Africa,Africa,2005,7.17,26.6,5588,47.88,8.9,0,53.4
Ecuador,South America,2010,3.97,26.5,5324,15.01,7.9,0,75.1
Tunisia,Africa,2001,1.18,25.2,2965,9.79,5.1,0,73.4
France,European Union,2002,13.92,24.9,34152,61.81,10.1,1,79.3
Peru,South America,2014,5.51,26.4,6109,30.09,9.4,0,75.5
Brunei Darussalam,Asia,2015,0.67,27,31164,0.41,9,0,75.3
Ireland,European Union,2002,13.95,26.5,44919,3.93,11.2,1,77.6
Central African Republic,Africa,2003,1.61,21.8,442,3.88,3.1,0,44.2
Timor-Leste,Oceania,2001,0.5,20,1075,0.9,2.8,0,59.9
Cote d'Ivoire,Africa,2003,4.65,22.9,1567,17.6,3.5,0,49.6
Lesotho,Africa,2000,3.09,24,715,2.03,4.9,0,47.7
Trinidad and Tobago,Central America and Caribbean,2013,5.85,27.3,18441,1.35,10.8,0,72.6
Senegal,Africa,2003,0.19,22.3,1093,10.54,2.4,0,59.3
